<ID>;<Name>;ATPD_PICT_EUROFEUILLE;ATPD_PICT_AB_AGRI_BIO;photo_id;media_url
A0220190515000617435;REG BIOL LE PETIT CARRE DECHOCO BOITE 20 CARRES 71% 100G;Oui;Oui;MEDIASTEP141748859;https://media.auchan.fr/MEDIASTEP141748859_0x0/
A0220190515000628068;BIODAY ABRICOTS DENOYAUTES250G;Oui;Oui;MEDIASTEP135753191;https://media.auchan.fr/MEDIASTEP135753191_0x0/
A0220190515000145372;BIO BIODAY GINGEMBRE CONFIT250G;Oui;Oui;MEDIASTEP135753216;https://media.auchan.fr/MEDIASTEP135753216_0x0/
A0220190515000069331;BIODAY MANGUES SECHEES 125G;Oui;;MEDIASTEP135753239;https://media.auchan.fr/MEDIASTEP135753239_0x0/
A0220190515000797720;BIO BIODAY NOIX DE CAJOU 250G;Oui;Oui;MEDIASTEP135753264;https://media.auchan.fr/MEDIASTEP135753264_0x0/
A0220190515000141859;BIO BIODAY MYRTILLES SECHEES125G;Oui;Oui;MEDIASTEP135753288;https://media.auchan.fr/MEDIASTEP135753288_0x0/
A0220190515000681511;REG BIO LES RUCHERS DU LUBERONMIEL DE CHATAIGNIER 370G;Oui;;MEDIASTEP156151222;https://media.auchan.fr/MEDIASTEP156151222_0x0/
A0220190516000084290;BIO NATURALINE FARINE DE SARRASIN 500G;Oui;Oui;MEDIASTEP128278769;https://media.auchan.fr/MEDIASTEP128278769_0x0/
A0220190516000994070;REG BIO CROQUANTS NOIRS AMANDES180G;Oui;Oui;MEDIASTEP127277362;https://media.auchan.fr/MEDIASTEP127277362_0x0/
A0220190516000777649;REG BIO TAB CHOCOLAT NOIR 71%90G;Oui;Oui;MEDIASTEP74382758;https://media.auchan.fr/MEDIASTEP74382758_0x0/
A0220190516000066041;REG BIO TAB CHOCOLAT AU LAIT 90G;Oui;Oui;MEDIASTEP104758603;https://media.auchan.fr/MEDIASTEP104758603_0x0/
A0220190516000465197;REG BIO TAB CHOCOLAT NOIRNOISETTE  ENTIERE 180G;Oui;Oui;MEDIASTEP104758605;https://media.auchan.fr/MEDIASTEP104758605_0x0/
A0220190516000471872;REG BIO TAB CHOCOLAT NOIR SAUVAGE100% ZERO SUCRE 90G;Oui;Oui;MEDIASTEP74329266;https://media.auchan.fr/MEDIASTEP74329266_0x0/
A0220190516000915312;REG BIO TAB CHOCOLAT NOIR PRIMITIF90G;Oui;Oui;MEDIASTEP104758604;https://media.auchan.fr/MEDIASTEP104758604_0x0/
A0220190516000990284;AUCHAN BIO CAPRES AU VINAIGRE60G;Oui;;MEDIASTEP72224562;https://media.auchan.fr/MEDIASTEP72224562_0x0/
A0220190520000524461;BIOL DADDY PURE CANNE BUCHETTEETUI 300G;Oui;;MEDIASTEP71216551;https://media.auchan.fr/MEDIASTEP71216551_0x0/
P02000000000AKC;AUCHAN BIO LENTILLES VERTESDE FRANCE 500G;Oui;;MEDIASTEP74295914;https://media.auchan.fr/MEDIASTEP74295914_0x0/
A0220190520000210538;REG BIO LA BERRINOISE PATE TARTINEEXOTIQUE NOIX COCO 300G;Oui;;MEDIASTEP140419181;https://media.auchan.fr/MEDIASTEP140419181_0x0/
A0220190520000986166;REG BIO LA BERRINOISE PATE ATARTINER LA PRALINE 300G;Oui;;MEDIASTEP156071482;https://media.auchan.fr/MEDIASTEP156071482_0x0/
A0220190520000213806;BIO DADDY SUCRE COMPLET PURECANNE SACHET 500G;Oui;Oui;MEDIASTEP92859588;https://media.auchan.fr/MEDIASTEP92859588_0x0/
A0220190521000290469;AUCHAN VENDOME BIO MARRONSENTIERS GLACES CARTON X8 160G;Oui;Oui;MEDIASTEP164563439;https://media.auchan.fr/MEDIASTEP164563439_0x0/
A0220190521000899880;REG BIO MAISON JACQUEMART LUNETTEFRAISE 300G;Oui;Oui;MEDIASTEP86452042;https://media.auchan.fr/MEDIASTEP86452042_0x0/
A0220190522000076849;REG BIO THOMAS LE PRINCE CONFITUREFRAMBOISE 340G;Oui;Oui;MEDIASTEP151249009;https://media.auchan.fr/MEDIASTEP151249009_0x0/
A0220190522000512718;REG BIO THOMAS LE PRINCE CONFITUREMYRTILLE 340G;Oui;Oui;MEDIASTEP151249021;https://media.auchan.fr/MEDIASTEP151249021_0x0/
A0220190522000505512;BIO BESACIER MIEL DE CHATAIGNIER DE FRANCE 275G;Oui;;MEDIASTEP81271510;https://media.auchan.fr/MEDIASTEP81271510_0x0/
A0220190522000408126;REG BIO THOMAS LE PRINCE CONFITUREABRICOT 340G;Oui;Oui;MEDIASTEP137274293;https://media.auchan.fr/MEDIASTEP137274293_0x0/
A0220190522000481542;BIO THOMAS LE PRINCE GOURDESPANACHEE 4 PARFUMS 8X100G;Oui;;MEDIASTEP88388887;https://media.auchan.fr/MEDIASTEP88388887_0x0/
A0220190522000796239;BIO BESACIER MIEL DE FLEURSPOT PLASTIQUE 1KG;Oui;;MEDIASTEP72430243;https://media.auchan.fr/MEDIASTEP72430243_0x0/
A0220190522000758396;BIO THOMAS LE PRINCE GOURDES ABOIRE POMME 8X100G;Oui;;MEDIASTEP151248955;https://media.auchan.fr/MEDIASTEP151248955_0x0/
A0220190522000621246;REG BIO THOMAS LE PRINCE CONFITUREFRAISE 340G;Oui;Oui;MEDIASTEP75240054;https://media.auchan.fr/MEDIASTEP75240054_0x0/
A0220190522000640493;REG BIO THOMAS LE PRINCE CONFITUREMURE 340G;Oui;Oui;MEDIASTEP151249083;https://media.auchan.fr/MEDIASTEP151249083_0x0/
A0220190522000259037;BIO THOMAS LE PRINCE PUREE DEPOMME POIRE SANS SUCRE 700G;Oui;;MEDIASTEP61906324;https://media.auchan.fr/MEDIASTEP61906324_0x0/
P02000000000AQA;BIO JARDIN MOUTARDE FORTEDE DIJON BOCAL 350G;Oui;Oui;MEDIASTEP76121696;https://media.auchan.fr/MEDIASTEP76121696_0x0/
A0220190524000418074;AUC BIO FINANCIERS AUX AMANDESX5 125G;Oui;;MEDIASTEP73300338;https://media.auchan.fr/MEDIASTEP73300338_0x0/
P02000000000AVE;AUCHAN BIOD RIZ BASMATI 1KG;Oui;;MEDIASTEP101792842;https://media.auchan.fr/MEDIASTEP101792842_0x0/
A0220190528000203627;BIOSENS THE BRULE GRAISSES 30G;;Oui;MEDIASTEP132205459;https://media.auchan.fr/MEDIASTEP132205459_0x0/
A0220190529000677216;BIO NATURATTITUD PUR JUS ALOEVERA BOUTEILLE 500ML;Oui;;MEDIASTEP71883036;https://media.auchan.fr/MEDIASTEP71883036_0x0/
P02000000000AZN;BIO ALPINA SAVOIE COQUILLETTESDE FRANCE 500G;Oui;Oui;MEDIASTEP81422570;https://media.auchan.fr/MEDIASTEP81422570_0x0/
A0220190604000802999;REG BIO LA VIE PETITS SPECULOOS AUBEURRE 180G;Oui;Oui;MEDIASTEP111095342;https://media.auchan.fr/MEDIASTEP111095342_0x0/
A0220190604000412454;REG BIO LA VIE PALETS ORANGE ETGRAINES DE SESAMES 125G;Oui;Oui;MEDIASTEP78673101;https://media.auchan.fr/MEDIASTEP78673101_0x0/
P02000000000B24;REG BIO ROUILLE SETOISE 100G;;Oui;MEDIASTEP83711064;https://media.auchan.fr/MEDIASTEP83711064_0x0/
P02000000000B23;REG BIO AIOLI 100G;;Oui;MEDIASTEP83711081;https://media.auchan.fr/MEDIASTEP83711081_0x0/
P02000000000B2D;BIO PLAISANCE PUREE DE POMMESDE TERRE 90G;Oui;Oui;MEDIASTEP133353171;https://media.auchan.fr/MEDIASTEP133353171_0x0/
A0220190605000698713;REG BIO LA VIE MADELEINES LONGUESAUX PEPITES DE CHOCOLAT 200;Oui;Oui;MEDIASTEP103285380;https://media.auchan.fr/MEDIASTEP103285380_0x0/
A0220190605000562573;REG BIOL LA VIE WIKI BIO AUXPEPITES DE CHOCOLAT 150G;Oui;Oui;MEDIASTEP97934038;https://media.auchan.fr/MEDIASTEP97934038_0x0/
A0220190605000527607;REG BIO LA VIE SABLES PUR BEUURREAUX PEPITES DE CHOCOLAT 120;Oui;Oui;MEDIASTEP97934042;https://media.auchan.fr/MEDIASTEP97934042_0x0/
A0220190605000086640;REG BIO LA VIE FONDANT AU CHOCOLATEQUITABLE 220G;Oui;Oui;MEDIASTEP99335798;https://media.auchan.fr/MEDIASTEP99335798_0x0/
A0220190605000054501;REG BIO LA VIE SABLES PUR BEURREAUX CHATAIGNES 120G;Oui;Oui;MEDIASTEP97934041;https://media.auchan.fr/MEDIASTEP97934041_0x0/
A0220190605000581427;REG BIO LA VIE SABLES PUR BEURREAUX AMANDES 120G;Oui;Oui;MEDIASTEP97934040;https://media.auchan.fr/MEDIASTEP97934040_0x0/
A0220190605000954078;REG BIO LA VIE SABLES PUR BEURREAUX NOISETTES 120G;Oui;Oui;MEDIASTEP106850534;https://media.auchan.fr/MEDIASTEP106850534_0x0/
A0220190605000417762;REG BIO LA VIE MADELEINES PURBEURRE 100% EPEAUTRE 135G;Oui;Oui;MEDIASTEP106850533;https://media.auchan.fr/MEDIASTEP106850533_0x0/
A0220190605000085393;REG BIO LA VIE MADELEINES LONGUESAUX RAISINS 200G;Oui;Oui;MEDIASTEP99335799;https://media.auchan.fr/MEDIASTEP99335799_0x0/
A0220190605000594396;REG BIOL LA VIE MADELEINESNATURE 200G;Oui;Oui;MEDIASTEP103794893;https://media.auchan.fr/MEDIASTEP103794893_0x0/
A0220190605000446728;REG BIOL LA VIE WIKI BIOMARBRE AU CHOCO EQUITABLE 150G;Oui;Oui;MEDIASTEP97934039;https://media.auchan.fr/MEDIASTEP97934039_0x0/
A0220190605000408992;REG BIO LA VIE FINANCIERS PURBEURRE AUX AMANDES 125G;Oui;Oui;MEDIASTEP78673100;https://media.auchan.fr/MEDIASTEP78673100_0x0/
A0220190605000593014;BIO VITABIO COMPOTES GOURDESPOMME FRIASE GRENADE 4X120G;Oui;Oui;MEDIASTEP132228472;https://media.auchan.fr/MEDIASTEP132228472_0x0/
A0220190605000511145;BIO VITABIO COMPOTES COOLPOMME PASSION ACEROLA 4X90G;Oui;Oui;MEDIASTEP132225897;https://media.auchan.fr/MEDIASTEP132225897_0x0/
A0220190605000408692;BIO VITABIO COMPOTES COOLFRUITS POMME FAMILIAL 12X90G;Oui;Oui;MEDIASTEP132228665;https://media.auchan.fr/MEDIASTEP132228665_0x0/
P02000000000B2X;BIO PLAISANCE PUREE DE POMMESDE TERRE BROCOLIS 90G;Oui;Oui;MEDIASTEP133348797;https://media.auchan.fr/MEDIASTEP133348797_0x0/
A0220190606000984438;BIO VITABIO COMPOTES COOLPOMME FRAMBOISE ACEROLA 4X90G;Oui;Oui;MEDIASTEP132225911;https://media.auchan.fr/MEDIASTEP132225911_0x0/
A0220190606000454345;BIO VITABIO COMPOTES COOLPOMME FRAISE MYRTILLE 12X90G;Oui;Oui;MEDIASTEP132191372;https://media.auchan.fr/MEDIASTEP132191372_0x0/
A0220190606000319593;AUC BIO PETIT PAIN GRILLE FROMENT 225G;Oui;;MEDIASTEP76447151;https://media.auchan.fr/MEDIASTEP76447151_0x0/
A0220190606000796581;BIO PLAISANCE PREPA ENTREMETSNON SUCRE VANILLE 32G;Oui;Oui;MEDIASTEP133353383;https://media.auchan.fr/MEDIASTEP133353383_0x0/
A0220190606000079580;BIOL KREMA MINI FRUTTI BANANE120G;Oui;;MEDIASTEP99335899;https://media.auchan.fr/MEDIASTEP99335899_0x0/
A0220190606000907473;BIOL KREMA MINI FRUTTI FRAISE120G;Oui;Oui;MEDIASTEP103292754;https://media.auchan.fr/MEDIASTEP103292754_0x0/
A0220190612000165971;BIOL HEUDEBERT EPEAUTRE 300G;Oui;;MEDIASTEP135754005;https://media.auchan.fr/MEDIASTEP135754005_0x0/
A0220190613000717744;BIOL FRANCINE LEVURE BOULANGERE 36G;Oui;;MEDIASTEP72224424;https://media.auchan.fr/MEDIASTEP72224424_0x0/
P02000000000BCI;REG BIOL TABLE GUILLAUME PATEDE CAMPAGNE 190G;Oui;Oui;MEDIASTEP97934093;https://media.auchan.fr/MEDIASTEP97934093_0x0/
P02000000000BD1;REG BIOL TABLE GUILLAUMERILLETTES DE PORC 180G;Oui;Oui;MEDIASTEP97934094;https://media.auchan.fr/MEDIASTEP97934094_0x0/
P02000000000BCG;REG PLANET BIO VINAIGRE  CIDREET JUS DE FRAMBOISE 25CL;Oui;Oui;MEDIASTEP135527414;https://media.auchan.fr/MEDIASTEP135527414_0x0/
P02000000000BCF;REG PLANET BIO VINAIGRE  CIDREET JUS DE MYRTILLES 25CL;Oui;Oui;MEDIASTEP135527537;https://media.auchan.fr/MEDIASTEP135527537_0x0/
A0220190617000164554;AUC BIO PETIT PAIN GRILLE COMPLET 225G;Oui;;MEDIASTEP76637888;https://media.auchan.fr/MEDIASTEP76637888_0x0/
A0220190617000518840;BIOL HEUDEBERT 3 CEREALES 3GRAINES 300G;Oui;;MEDIASTEP135754067;https://media.auchan.fr/MEDIASTEP135754067_0x0/
A0220190617000116641;BIOL HEUDEBERT NATURE 300G;Oui;;MEDIASTEP135754087;https://media.auchan.fr/MEDIASTEP135754087_0x0/
P02000000000BF3;REG BIOL SIBELL CHIPS ONDULEES130G;Oui;Oui;MEDIASTEP137433262;https://media.auchan.fr/MEDIASTEP137433262_0x0/
A0220190618000675063;REG ALLIANCE BIO FARINE DE BLET651KG;Oui;;MEDIASTEP135459385;https://media.auchan.fr/MEDIASTEP135459385_0x0/
A0220190618000573343;REG ALLIANCE BIO FARINE DESARRASIN T65 1KG;Oui;;MEDIASTEP142180300;https://media.auchan.fr/MEDIASTEP142180300_0x0/
A0220190618000532783;REG ALLIANCE BIO FARINE DE PETITEPEAUTRE 1KG;Oui;;MEDIASTEP142181099;https://media.auchan.fr/MEDIASTEP142181099_0x0/
A0220190618000127405;BIOL RECETTE CUITE AU CHAUDRONPREPA MYRTILLE SAUVAGE 320G;Oui;Oui;MEDIASTEP133110377;https://media.auchan.fr/MEDIASTEP133110377_0x0/
A0220190618000625179;BIOL RECETTE CUITE AU CHAUDRONPREPARATION FIGUE ROUGE 320G;Oui;Oui;MEDIASTEP72430290;https://media.auchan.fr/MEDIASTEP72430290_0x0/
P02000000000BIC;REG ALLIANCE BIO LENTIL VERTESSACHET DE 500G;Oui;;MEDIASTEP135457530;https://media.auchan.fr/MEDIASTEP135457530_0x0/
A0220190621000728544;REG BIO GRAIN DE SAIL TABLETTECHOCO LAIT CACAHUETES CARAME;Oui;Oui;MEDIASTEP135754101;https://media.auchan.fr/MEDIASTEP135754101_0x0/
A0220190621000483592;REG BIO GRAIN DE SAIL TABLETTECHOCOLAT NOIR 75% 100G;Oui;Oui;MEDIASTEP157969225;https://media.auchan.fr/MEDIASTEP157969225_0x0/
A0220190621000894433;REG BIO GRAIN DE SAIL TABLETTECHOCOLAT NOIR SESAME 100G;Oui;Oui;MEDIASTEP132181553;https://media.auchan.fr/MEDIASTEP132181553_0x0/
A0220190621000354121;REG BIO GRAIN DE SAIL TABLETTECHOCOLAT NOIR NOISETTES 100G;Oui;Oui;MEDIASTEP143979573;https://media.auchan.fr/MEDIASTEP143979573_0x0/
A0220190621000060649;REG BIOL GRAIN DE SAIL TABCHOCOLAT LAIT NOISETTES 100G;Oui;Oui;MEDIASTEP137316097;https://media.auchan.fr/MEDIASTEP137316097_0x0/
A0220190621000740816;REG BIO GRAIN DE SAIL TABLETTECHOCO LAIT CARAMEL FL DE SEL;Oui;Oui;MEDIASTEP132181583;https://media.auchan.fr/MEDIASTEP132181583_0x0/
A0220190621000517148;REG BIO GRAIN DE SAIL TABLETTECHOCOLAT NOIR RAISIN SARRASIN;Oui;Oui;MEDIASTEP133139501;https://media.auchan.fr/MEDIASTEP133139501_0x0/
A0220190625000526874;BIO CAPTAIN KOMBUCHA ORIGINALPET 1L;;;MEDIASTEP74329362;https://media.auchan.fr/MEDIASTEP74329362_0x0/
A0220190626000151642;REG BIO ABBAYE DE SEPT FONS CONFITURE ALLEGEE 4 FR ROUGES 35;Oui;Oui;MEDIASTEP90926522;https://media.auchan.fr/MEDIASTEP90926522_0x0/
A0220190626000950469;REG BIO ABBAYE DE SEPT FONS CONFITURE ALLEGEE FRAISES 350G;Oui;Oui;MEDIASTEP90926520;https://media.auchan.fr/MEDIASTEP90926520_0x0/
A0220190626000271769;REG BIO ABBAYE DE SEPT FONS CONFITURE ALLEGEE FRAMBOISES 350;Oui;Oui;MEDIASTEP90926521;https://media.auchan.fr/MEDIASTEP90926521_0x0/
P02000000000BUT;BIOL PUGET H.OLIVE 75CL+33%OFFERT;;Oui;MEDIASTEP92859922;https://media.auchan.fr/MEDIASTEP92859922_0x0/
P02000000000BNJ;REG BIO LES METS  PRVCE ROUILLE BOCAL 90G;Oui;;MEDIASTEP97934006;https://media.auchan.fr/MEDIASTEP97934006_0x0/
A0220190628000428320;REG BIO NATURE+ GRAINES DE CHIA250G;Oui;Oui;MEDIASTEP139524486;https://media.auchan.fr/MEDIASTEP139524486_0x0/
A0220190628000061747;BIO L AMANDAIE PUREE D AMANDEBLANCHIE 300G;Oui;;MEDIASTEP73182780;https://media.auchan.fr/MEDIASTEP73182780_0x0/
A0220190701000687517;BIO JARDIN BIOFRUITS POMMEMANGUE 630G;Oui;Oui;MEDIASTEP107979009;https://media.auchan.fr/MEDIASTEP107979009_0x0/
A0220190701000153690;REG BIO GRAIN DE SAIL TABLETTECHOCOLAT NOIR FLEUR DE SEL 10;Oui;Oui;MEDIASTEP157968220;https://media.auchan.fr/MEDIASTEP157968220_0x0/
A0220190701000733412;REG BIO ABBAYE DE SEPT FONS EXTRACONFITURES ORANGES AMERES 3;Oui;Oui;MEDIASTEP105961199;https://media.auchan.fr/MEDIASTEP105961199_0x0/
A0220190702000313114;REG BIOL VERGER DES ABEILLESMIEL D'ACACIA FR LIQUIDE 250G;Oui;Oui;MEDIASTEP156265351;https://media.auchan.fr/MEDIASTEP156265351_0x0/
A0220190702000996076;AUCHAN BIOD BARQUETTE FRAISE120G;Oui;;MEDIASTEP80008564;https://media.auchan.fr/MEDIASTEP80008564_0x0/
P02000000000C76;BIO LE COQ NOIR PUREE D AIL85G;Oui;;MEDIASTEP79652169;https://media.auchan.fr/MEDIASTEP79652169_0x0/
P02000000000CCB;BIO AMANDAIE PUREE AMANDE COMPLETE 300G;Oui;;MEDIASTEP156074284;https://media.auchan.fr/MEDIASTEP156074284_0x0/
P02000000000CGU;REG BIOL H PIQUET PATE VERRINEAU PIMENT D ESPELETTE 180G;Oui;;MEDIASTEP97933909;https://media.auchan.fr/MEDIASTEP97933909_0x0/
P02000000000CS0;BIO CAUVIN HUILE OLIVE VIERGEEXTRA 2L;Oui;;MEDIASTEP163252529;https://media.auchan.fr/MEDIASTEP163252529_0x0/
P02000000000CS6;BIOL RIZ DU MONDE  LOTUS 2KG;Oui;;MEDIASTEP82317582;https://media.auchan.fr/MEDIASTEP82317582_0x0/
P02000000000DBO;BIO MON FOURNIL FARINE TOUS USAGE SANS GLUTEN 800G;Oui;Oui;MEDIASTEP155337011;https://media.auchan.fr/MEDIASTEP155337011_0x0/
P02000000000DFG;BIO PLABOS QUINOA REVOLUCIONGRAINE DE QUINOA PRECUIT 200G;Oui;;MEDIASTEP80100227;https://media.auchan.fr/MEDIASTEP80100227_0x0/
P02000000000DFJ;BIO PLABOS QUINOA REVOLUCION GRAINE DE QUINOA TRICOLORE 250G;Oui;;MEDIASTEP89652444;https://media.auchan.fr/MEDIASTEP89652444_0x0/
P02000000000DHH;BIO THOMAS LE PRINCE GOURDES ABOIRE POMME MYRTILLE 8X100G;Oui;Oui;MEDIASTEP133429289;https://media.auchan.fr/MEDIASTEP133429289_0x0/
P02000000000DIK;BIO PAYSANS D ICI  LENTILLESROSES ROSANA GASCOGNE 500G;Oui;Oui;MEDIASTEP104202251;https://media.auchan.fr/MEDIASTEP104202251_0x0/
P02000000000DIN;BIO ETHIQUABLE CREME CHATAIGNEDE L AVEYRON 320G;Oui;Oui;MEDIASTEP74124712;https://media.auchan.fr/MEDIASTEP74124712_0x0/
P02000000000DHS;BIO THOMAS LE PRINCE GOURDES ABOIRE POMME FRAMBOISE 8X100G;Oui;Oui;MEDIASTEP151248484;https://media.auchan.fr/MEDIASTEP151248484_0x0/
P02000000000DIQ;BIOL LAYS TOMATES A LA PROVENCALE 100G;;Oui;MEDIASTEP132864234;https://media.auchan.fr/MEDIASTEP132864234_0x0/
P02000000000DIE;REG BIOL H PIQUET PATECAMPAGNE 180G;Oui;;MEDIASTEP106850376;https://media.auchan.fr/MEDIASTEP106850376_0x0/
P02000000000DIP;BIOL LUTTI SURFFIZZ FRUITS XS100G;Oui;;MEDIASTEP99335711;https://media.auchan.fr/MEDIASTEP99335711_0x0/
P02000000000DIT;BIOL LAYS SEL 100G;;Oui;MEDIASTEP80202455;https://media.auchan.fr/MEDIASTEP80202455_0x0/
P02000000000DK5;BIO AUCHAN PAINS AU LAITPEPITES DE CHOCOLAT X8 280G;Oui;;MEDIASTEP76637887;https://media.auchan.fr/MEDIASTEP76637887_0x0/
P02000000000DKP;BIOL MELFOR VINAIGRET 50CL;Oui;Oui;MEDIASTEP132343582;https://media.auchan.fr/MEDIASTEP132343582_0x0/
P02000000000DS1;BIO JARDIN HERBORUM REINE DESPRES SAHCET 50G;Oui;Oui;MEDIASTEP166068952;https://media.auchan.fr/MEDIASTEP166068952_0x0/
P02000000000DZM;AUC BIO CREPES FOURREES CHOCOX6 192G;Oui;;MEDIASTEP88483517;https://media.auchan.fr/MEDIASTEP88483517_0x0/
P02000000000E7Y;AUC BIO FARINE DE RIZ 1KG;Oui;;MEDIASTEP77756475;https://media.auchan.fr/MEDIASTEP77756475_0x0/
P02000000000E7Z;AUC BIO FARINE 5 CEREALES 1KG;Oui;;MEDIASTEP77210977;https://media.auchan.fr/MEDIASTEP77210977_0x0/
P02000000000E8K;BIOL LUTTI CROCRODIL FIZZ XSDOYPACK 100G;Oui;;MEDIASTEP99335712;https://media.auchan.fr/MEDIASTEP99335712_0x0/
P02000000000E8N;BIOL LUTTI BALL FIZZ DOYPACK100G;Oui;Oui;MEDIASTEP99335713;https://media.auchan.fr/MEDIASTEP99335713_0x0/
P02000000000E8E;BIO PLAISANCE PREPARATION POURKEFIR DE FRUITS 2X5G;Oui;Oui;MEDIASTEP133139637;https://media.auchan.fr/MEDIASTEP133139637_0x0/
P02000000000ED3;BIO LA BARONNIE LYS BISCUITSSANS SUCRE THE VERT 130G;;;MEDIASTEP77426604;https://media.auchan.fr/MEDIASTEP77426604_0x0/
P02000000000F1R;BIO GERBLE SABLE CHOCO PAVOT120G;Oui;Oui;MEDIASTEP77847977;https://media.auchan.fr/MEDIASTEP77847977_0x0/
P02000000000F1H;BIO GERBLE SABLE COCO PAVOT130G;Oui;Oui;MEDIASTEP128528758;https://media.auchan.fr/MEDIASTEP128528758_0x0/
P02000000000F1S;BIO GERBLE SABLE CITRONGINGEMBRE 130G;Oui;Oui;MEDIASTEP140827425;https://media.auchan.fr/MEDIASTEP140827425_0x0/
P02000000000F1L;BIO GERBLE SABLE 3 GRAINESSESAME KASHA PAVOT 130G;Oui;Oui;MEDIASTEP105961065;https://media.auchan.fr/MEDIASTEP105961065_0x0/
P02000000000F1J;BIO GERBLE SABLE AMANDECRANBERRY 130G;Oui;Oui;MEDIASTEP136136010;https://media.auchan.fr/MEDIASTEP136136010_0x0/
P02000000000F1N;BIO GERBLE SABLE ORANGE GRAINEDE CHIA 130G;Oui;Oui;MEDIASTEP160138086;https://media.auchan.fr/MEDIASTEP160138086_0x0/
P02000000000F28;PLANET BIO PUREE POMMES 630G;Oui;Oui;MEDIASTEP132181037;https://media.auchan.fr/MEDIASTEP132181037_0x0/
P02000000000F4X;AUCH BIOD CHOCOLAT DESSERTNOIR 52% 200G;Oui;;MEDIASTEP84270181;https://media.auchan.fr/MEDIASTEP84270181_0x0/
P02000000000F4J;AUCH BIO CHOCO LAIT ECLATSNOISETTES 100G;Oui;Oui;MEDIASTEP103492197;https://media.auchan.fr/MEDIASTEP103492197_0x0/
P02000000000F82;AUCH BIOD CHOCOLAT LAIT 100G;Oui;;MEDIASTEP79654214;https://media.auchan.fr/MEDIASTEP79654214_0x0/
P02000000000F8C;AUCH BIO CHOCOLAT LAIT ECLATSNOIX DE COCO 100G;Oui;;MEDIASTEP81239900;https://media.auchan.fr/MEDIASTEP81239900_0x0/
P02000000000F89;AUCH BIO CHOCOLAT NOIR AMANDES100G;Oui;;MEDIASTEP84270183;https://media.auchan.fr/MEDIASTEP84270183_0x0/
P02000000000F88;AUCH BIO CHOCOLAT NOIR 55%FLEUR DE SEL 100G;Oui;;MEDIASTEP82317566;https://media.auchan.fr/MEDIASTEP82317566_0x0/
P02000000000F80;AUCH BIOD CHOCOLAT NOIR 85%100G;Oui;;MEDIASTEP81416962;https://media.auchan.fr/MEDIASTEP81416962_0x0/
P02000000000FAE;AUC BIOD CHOCOLAT NOIR70% 100G;Oui;;MEDIASTEP80754437;https://media.auchan.fr/MEDIASTEP80754437_0x0/
P02000000000FA9;AUCH BIO CHOCOLAT LAIT FOURREPRALINE 100G;Oui;Oui;MEDIASTEP84270182;https://media.auchan.fr/MEDIASTEP84270182_0x0/
P02000000000FAV;AUC BIOD BARRES CEREALES CHOCOLAT X6 138G;Oui;Oui;MEDIASTEP83861585;https://media.auchan.fr/MEDIASTEP83861585_0x0/
P02000000000FBG;JARDIN BIO PATE A TARTINERCHOCO NOISETTE 350KG;Oui;Oui;MEDIASTEP130374933;https://media.auchan.fr/MEDIASTEP130374933_0x0/
P02000000000FG3;BJORG LAIT DE COCO CUISINE 3X200ML;Oui;;MEDIASTEP143914968;https://media.auchan.fr/MEDIASTEP143914968_0x0/
P02000000000FH7;BIO TERRES ET CEREALES GRANOLAPOMMES FRAMB AMANDES 375G;Oui;Oui;MEDIASTEP89759277;https://media.auchan.fr/MEDIASTEP89759277_0x0/
P02000000000FKR;BIOL UNCLE BEN S RIZ BASMATIPOCHON 2MN 240G;;Oui;MEDIASTEP77477975;https://media.auchan.fr/MEDIASTEP77477975_0x0/
P02000000000FKO;BIOL UNCLE BEN S RIZ A LA MEDITERRANEENNE POCHON 2 MN 240G;;;MEDIASTEP77477976;https://media.auchan.fr/MEDIASTEP77477976_0x0/
P02000000000FQ9;AUCHAN BIOD OLIVES NOIRE BOCAL200G;Oui;;MEDIASTEP80712581;https://media.auchan.fr/MEDIASTEP80712581_0x0/
P02000000000FR1;AUCHAN BIO OLIVES VERTES DENOYAUTEES HERBES PROV. BOCAL 160G;Oui;;MEDIASTEP80712595;https://media.auchan.fr/MEDIASTEP80712595_0x0/
P02000000000FR4;AUCHAN BIO OLIVES VERTESFARCIES AMANDES BOCAL 190G;Oui;;MEDIASTEP80712608;https://media.auchan.fr/MEDIASTEP80712608_0x0/
P02000000000FR0;AUCHAN BIOD OLIVES VERTESDENOYAUTEES BOCAL 160G;Oui;;MEDIASTEP80712582;https://media.auchan.fr/MEDIASTEP80712582_0x0/
P02000000000FR8;AUCHAN BIO OLIVES VERTESFARCIES POIVRONS BOCAL 190G;Oui;;MEDIASTEP80712616;https://media.auchan.fr/MEDIASTEP80712616_0x0/
P02000000000FUL;BIOL POULAIN LAIT 2X85G;Oui;Oui;MEDIASTEP135754613;https://media.auchan.fr/MEDIASTEP135754613_0x0/
P02000000000FYA;BIO JARDIN JUS CITRON 1L;Oui;Oui;MEDIASTEP141206982;https://media.auchan.fr/MEDIASTEP141206982_0x0/
P02000000000FYI;BIO VENDOME MOULAGE LAPIN LTMAX HAVELAAR 70G;Oui;;MEDIASTEP135974850;https://media.auchan.fr/MEDIASTEP135974850_0x0/
P02000000000FYE;BIO VENDOME FRITURE CHOCO LAITMAX HAVELAAAR 130G;;Oui;MEDIASTEP81240023;https://media.auchan.fr/MEDIASTEP81240023_0x0/
